[dotenv@17.2.3] injecting env (56) from apps/mercato/.env -- tip: ⚙️  suppress all logs with { quiet: true }
  ✓   513 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/inbox_ops/__integration__/TC-INBOX-P2-004.spec.ts:147:3 › TC-INBOX-P2-004: Text Submission API Flow › text submission with empty text returns 400 (30ms)
  ✓   514 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/inbox_ops/__integration__/TC-INBOX-P2-004.spec.ts:155:3 › TC-INBOX-P2-004: Text Submission API Flow › text submission without auth returns 401 or 403 (18ms)
  ✓   515 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/integrations/__integration__/TC-INT-002.spec.ts:19:3 › TC-INT-002: Integrations foundation APIs › credentials endpoint enforces authorization (291ms)
  ✓   516 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/integrations/__integration__/TC-INT-002.spec.ts:49:3 › TC-INT-002: Integrations foundation APIs › list endpoint returns valid response structure (138ms)
  ✘   517 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/integrations/__integration__/TC-INT-002.spec.ts:61:3 › TC-INT-002: Integrations foundation APIs › detail/state/credentials endpoints work for available integrations (638ms)
  ✘   518 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/integrations/__integration__/TC-INT-002.spec.ts:61:3 › TC-INT-002: Integrations foundation APIs › detail/state/credentials endpoints work for available integrations (retry #1) (91ms)
  ✘   519 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/integrations/__integration__/TC-INT-002.spec.ts:191:3 › TC-INT-002: Integrations foundation APIs › detail returns 404 for non-existent integration (80ms)
  ✘   520 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/integrations/__integration__/TC-INT-002.spec.ts:191:3 › TC-INT-002: Integrations foundation APIs › detail returns 404 for non-existent integration (retry #1) (88ms)
  ✘   521 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/integrations/__integration__/TC-INT-003.spec.ts:21:3 › TC-INT-003: Integration health check and logs APIs › health and logs endpoints enforce authorization (109ms)
  ✘   522 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/integrations/__integration__/TC-INT-003.spec.ts:21:3 › TC-INT-003: Integration health check and logs APIs › health and logs endpoints enforce authorization (retry #1) (108ms)
  ✘   523 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/integrations/__integration__/TC-INT-003.spec.ts:32:3 › TC-INT-003: Integration health check and logs APIs › health check endpoint returns status for a registered integration (77ms)
  ✘   524 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/integrations/__integration__/TC-INT-003.spec.ts:32:3 › TC-INT-003: Integration health check and logs APIs › health check endpoint returns status for a registered integration (retry #1) (88ms)
  ✘   525 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/integrations/__integration__/TC-INT-003.spec.ts:67:3 › TC-INT-003: Integration health check and logs APIs › health check returns 404 for non-existent integration (77ms)
  ✘   526 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/integrations/__integration__/TC-INT-003.spec.ts:67:3 › TC-INT-003: Integration health check and logs APIs › health check returns 404 for non-existent integration (retry #1) (89ms)
  ✘   527 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/integrations/__integration__/TC-INT-003.spec.ts:94:3 › TC-INT-003: Integration health check and logs APIs › logs endpoint returns paginated list (79ms)
  ✘   528 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/integrations/__integration__/TC-INT-003.spec.ts:94:3 › TC-INT-003: Integration health check and logs APIs › logs endpoint returns paginated list (retry #1) (85ms)
  ✘   529 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/integrations/__integration__/TC-INT-003.spec.ts:117:3 › TC-INT-003: Integration health check and logs APIs › logs endpoint filters by level (76ms)
  ✘   530 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/integrations/__integration__/TC-INT-003.spec.ts:117:3 › TC-INT-003: Integration health check and logs APIs › logs endpoint filters by level (retry #1) (91ms)
  ✘   531 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/integrations/__integration__/TC-INT-003.spec.ts:135:3 › TC-INT-003: Integration health check and logs APIs › logs endpoint returns items with expected shape (80ms)
  ✘   532 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/integrations/__integration__/TC-INT-003.spec.ts:135:3 › TC-INT-003: Integration health check and logs APIs › logs endpoint returns items with expected shape (retry #1) (91ms)
  ✘   533 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-001.spec.ts:42:3 › TC-API-MSG-001: Compose Message And Mark Read › should compose for recipient, list in inbox, and mark as read on detail fetch (51ms)
  ✘   534 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-001.spec.ts:42:3 › TC-API-MSG-001: Compose Message And Mark Read › should compose for recipient, list in inbox, and mark as read on detail fetch (retry #1) (57ms)
  ✘   535 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-002.spec.ts:41:3 › TC-API-MSG-002: Reply To Message Thread › should create a reply and include it in thread history (50ms)
  ✘   536 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-002.spec.ts:41:3 › TC-API-MSG-002: Reply To Message Thread › should create a reply and include it in thread history (retry #1) (57ms)
  ✘   537 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-003.spec.ts:61:3 › TC-API-MSG-003: Archive And Unarchive Message › should move message between inbox and archived folders (54ms)
  ✘   538 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-003.spec.ts:61:3 › TC-API-MSG-003: Archive And Unarchive Message › should move message between inbox and archived folders (retry #1) (59ms)
  ✘   539 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-004.spec.ts:52:3 › TC-API-MSG-004: Terminal Action Can Be Executed Once › should return 409 when terminal action is executed twice (53ms)
  ✘   540 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-004.spec.ts:52:3 › TC-API-MSG-004: Terminal Action Can Be Executed Once › should return 409 when terminal action is executed twice (retry #1) (59ms)
  ✘   541 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-005.spec.ts:10:3 › TC-API-MSG-005: Folder All Is Always Actor Scoped › should return only messages sent by or addressed to current user (88ms)
  ✘   542 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-005.spec.ts:10:3 › TC-API-MSG-005: Folder All Is Always Actor Scoped › should return only messages sent by or addressed to current user (retry #1) (89ms)
  ✘   543 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-006.spec.ts:6:3 › TC-API-MSG-006: Thread-Aware Forward Preview And Body Precedence › should include only thread history up to selected message and persist explicit body (83ms)
  ✘   544 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-006.spec.ts:6:3 › TC-API-MSG-006: Thread-Aware Forward Preview And Body Precedence › should include only thread history up to selected message and persist explicit body (retry #1) (92ms)
  ✘   545 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-007.spec.ts:6:3 › TC-API-MSG-007: Conversation Header Mutation Endpoints › should archive, mark unread, and delete conversation scope for current actor (90ms)
  ✘   546 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-007.spec.ts:6:3 › TC-API-MSG-007: Conversation Header Mutation Endpoints › should archive, mark unread, and delete conversation scope for current actor (retry #1) (94ms)
  ✘   547 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-008.spec.ts:12:3 › TC-API-MSG-008: Draft Lifecycle › should create, update, and list draft — with 409 guard on non-draft edit (80ms)
  ✘   548 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-008.spec.ts:12:3 › TC-API-MSG-008: Draft Lifecycle › should create, update, and list draft — with 409 guard on non-draft edit (retry #1) (89ms)
  ✘   549 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-009.spec.ts:12:3 › TC-API-MSG-009: Unread Count Tracking › should increment unread count on new message and decrement on read (82ms)
  ✘   550 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-009.spec.ts:12:3 › TC-API-MSG-009: Unread Count Tracking › should increment unread count on new message and decrement on read (retry #1) (90ms)
  ✘   551 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-010.spec.ts:13:3 › TC-API-MSG-010: Priority and Source Entity Filtering › should persist priority and source entity fields and support list filtering (87ms)
  ✘   552 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-010.spec.ts:13:3 › TC-API-MSG-010: Priority and Source Entity Filtering › should persist priority and source entity fields and support list filtering (retry #1) (87ms)
  ✘   553 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-011.spec.ts:12:3 › TC-API-MSG-011: Compose Input Validation Errors › should reject missing subject (79ms)
  ✘   554 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-011.spec.ts:12:3 › TC-API-MSG-011: Compose Input Validation Errors › should reject missing subject (retry #1) (91ms)
  ✘   555 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-011.spec.ts:30:3 › TC-API-MSG-011: Compose Input Validation Errors › should reject missing body (79ms)
  ✘   556 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-011.spec.ts:30:3 › TC-API-MSG-011: Compose Input Validation Errors › should reject missing body (retry #1) (91ms)
  ✘   557 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-011.spec.ts:48:3 › TC-API-MSG-011: Compose Input Validation Errors › should reject internal message with no recipients (76ms)
  ✘   558 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-011.spec.ts:48:3 › TC-API-MSG-011: Compose Input Validation Errors › should reject internal message with no recipients (retry #1) (87ms)
  ✘   559 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-011.spec.ts:64:3 › TC-API-MSG-011: Compose Input Validation Errors › should reject duplicate recipient user IDs (81ms)
  ✘   560 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-011.spec.ts:64:3 › TC-API-MSG-011: Compose Input Validation Errors › should reject duplicate recipient user IDs (retry #1) (89ms)
  ✘   561 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-011.spec.ts:85:3 › TC-API-MSG-011: Compose Input Validation Errors › should reject public visibility message without externalEmail (86ms)
  ✘   562 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-011.spec.ts:85:3 › TC-API-MSG-011: Compose Input Validation Errors › should reject public visibility message without externalEmail (retry #1) (96ms)
  ✘   563 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-011.spec.ts:102:3 › TC-API-MSG-011: Compose Input Validation Errors › should reject public visibility message that has internal recipients (79ms)
  ✘   564 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-011.spec.ts:102:3 › TC-API-MSG-011: Compose Input Validation Errors › should reject public visibility message that has internal recipients (retry #1) (90ms)
  ✘   565 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-011.spec.ts:122:3 › TC-API-MSG-011: Compose Input Validation Errors › should reject whitespace-only subject when isDraft is false (81ms)
  ✘   566 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-011.spec.ts:122:3 › TC-API-MSG-011: Compose Input Validation Errors › should reject whitespace-only subject when isDraft is false (retry #1) (84ms)
  ✘   567 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-012.spec.ts:12:3 › TC-API-MSG-012: CC and BCC Recipients › should deliver message to to/cc/bcc recipients with correct type stored (76ms)
  ✘   568 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-API-MSG-012.spec.ts:12:3 › TC-API-MSG-012: CC and BCC Recipients › should deliver message to to/cc/bcc recipients with correct type stored (retry #1) (86ms)
  ✘   569 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-001.spec.ts:10:3 › TC-MSG-001: Compose And Send Internal Message › should send internal message and show it in sent folder (216ms)
  ✘   570 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-001.spec.ts:10:3 › TC-MSG-001: Compose And Send Internal Message › should send internal message and show it in sent folder (retry #1) (150ms)
  ✘   571 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-002.spec.ts:10:3 › TC-MSG-002: Inbox Open Mark Read And Mark Unread › should mark unread message as read on open and allow marking unread again (136ms)
  ✘   572 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-002.spec.ts:10:3 › TC-MSG-002: Inbox Open Mark Read And Mark Unread › should mark unread message as read on open and allow marking unread again (retry #1) (146ms)
  ✘   573 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-003.spec.ts:10:3 › TC-MSG-003: Reply From Message Detail › should create a reply from detail and show it in unified conversation list (136ms)
  ✘   574 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-003.spec.ts:10:3 › TC-MSG-003: Reply From Message Detail › should create a reply from detail and show it in unified conversation list (retry #1) (150ms)
  ✘   575 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-004.spec.ts:16:3 › TC-MSG-004: Forward Message With Attachments › should forward message and carry over attachments from the selected thread slice when includeAttachments is enabled (139ms)
  ✘   576 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-004.spec.ts:16:3 › TC-MSG-004: Forward Message With Attachments › should forward message and carry over attachments from the selected thread slice when includeAttachments is enabled (retry #1) (147ms)
  ✘   577 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-005.spec.ts:10:3 › TC-MSG-005: Archive And Unarchive Message › should archive message into archived folder and unarchive it back (134ms)
  ✘   578 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-005.spec.ts:10:3 › TC-MSG-005: Archive And Unarchive Message › should archive message into archived folder and unarchive it back (retry #1) (148ms)
  ✘   579 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-006.spec.ts:10:3 › TC-MSG-006: Execute Message Action And Lock State › should execute action and disable action buttons after terminal state (136ms)
  ✘   580 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-006.spec.ts:10:3 › TC-MSG-006: Execute Message Action And Lock State › should execute action and disable action buttons after terminal state (retry #1) (149ms)
  ✘   581 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-007.spec.ts:10:3 › TC-MSG-007: Search And Filter Inbox › should narrow messages with search and hasActions filter (134ms)
  ✘   582 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-007.spec.ts:10:3 › TC-MSG-007: Search And Filter Inbox › should narrow messages with search and hasActions filter (retry #1) (145ms)
  ✓   583 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-008.spec.ts:8:3 › TC-MSG-008: Public Message Email Link Token View › should show localized error state for invalid token link (540ms)
  ✘   584 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-009.spec.ts:37:3 › TC-MSG-009: Message Detail Inline Reply And Forward Composer › should compose inline below conversation, switch modes, close with escape, and submit forward/reply (136ms)
  ✘   585 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-009.spec.ts:37:3 › TC-MSG-009: Message Detail Inline Reply And Forward Composer › should compose inline below conversation, switch modes, close with escape, and submit forward/reply (retry #1) (159ms)
  ✘   586 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-010.spec.ts:19:3 › TC-MSG-010: Draft Management UI › should save compose form as draft and show it in Drafts folder (135ms)
  ✘   587 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-010.spec.ts:19:3 › TC-MSG-010: Draft Management UI › should save compose form as draft and show it in Drafts folder (retry #1) (145ms)
  ✘   588 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-011.spec.ts:19:3 › TC-MSG-011: Priority Selector in Compose Form › should apply high priority selection and persist it on the sent message (139ms)
  ✘   589 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/messages/__integration__/TC-MSG-011.spec.ts:19:3 › TC-MSG-011: Priority Selector in Compose Form › should apply high priority selection and persist it on the sent message (retry #1) (145ms)
  ✓   590 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/notifications/__integration__/TC-ADMIN-013.spec.ts:89:3 › TC-ADMIN-013: Notifications SSE › delivers notifications.notification.created to target user without polling (10.2s)
  ✓   591 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/notifications/__integration__/TC-ADMIN-013.spec.ts:113:3 › TC-ADMIN-013: Notifications SSE › delivers notifications.notification.batch_created when batch notification is created (2.6s)
  ✓   592 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/notifications/__integration__/TC-NOTIF-001.spec.ts:14:3 › TC-NOTIF-001: Notification inbox lifecycle APIs › should list, read, dismiss, restore, and mark notifications as read (590ms)
  ✓   593 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/notifications/__integration__/TC-NOTIF-002.spec.ts:10:3 › TC-NOTIF-002: Notification settings APIs › should update delivery settings and restore the original configuration (248ms)
  ✓   594 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/notifications/__integration__/TC-NOTIF-003.spec.ts:19:3 › TC-NOTIF-003: Notification bulk targeting APIs › should create batch, role-targeted, and feature-targeted notifications (1.5s)
  ✓   595 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-001.spec.ts:9:3 › TC-PGWY-001: Create payment session › should create a payment session with mock provider and return authorized status (151ms)
  ✓   596 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-001.spec.ts:26:3 › TC-PGWY-001: Create payment session › should create an auto-capture session with captured status (126ms)
  ✓   597 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-002.spec.ts:8:3 › TC-PGWY-002: Unknown provider returns error › should return 400 when using a non-existent provider (125ms)
  ✓   598 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-003.spec.ts:9:3 › TC-PGWY-003: Capture authorized payment › should capture a previously authorized payment (206ms)
  ✓   599 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-004.spec.ts:9:3 › TC-PGWY-004: Refund captured payment › should refund a captured payment (235ms)
  ✓   600 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-005.spec.ts:9:3 › TC-PGWY-005: Cancel/void payment › should cancel an authorized payment (214ms)
  ✓   601 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-006.spec.ts:9:3 › TC-PGWY-006: Webhook processing › should accept a webhook POST for mock provider and sync transaction status (189ms)
  ✓   602 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-006.spec.ts:40:3 › TC-PGWY-006: Webhook processing › should return error for unknown webhook provider (119ms)
  ✓   603 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-007.spec.ts:9:3 › TC-PGWY-007: Tenant isolation › should not access payment session across different users with different roles (162ms)
  ✓   604 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-008.spec.ts:14:3 › TC-PGWY-008: Partial refund › should partially refund a captured payment and reflect partially_refunded status (236ms)
  ✓   605 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-008.spec.ts:38:3 › TC-PGWY-008: Partial refund › should fully refund after a series of partial refunds (267ms)
  ✘   606 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-009.spec.ts:16:3 › TC-PGWY-009: Double capture — invalid state transition › should handle a second capture attempt without corrupting transaction state (55ms)
  ✘   607 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-009.spec.ts:16:3 › TC-PGWY-009: Double capture — invalid state transition › should handle a second capture attempt without corrupting transaction state (retry #1) (90ms)
  ✘   608 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-009.spec.ts:57:3 › TC-PGWY-009: Double capture — invalid state transition › should reject capture on a cancelled payment (78ms)
  ✘   609 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-009.spec.ts:57:3 › TC-PGWY-009: Double capture — invalid state transition › should reject capture on a cancelled payment (retry #1) (85ms)
  ✘   610 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-010.spec.ts:14:3 › TC-PGWY-010: Webhook duplicate handling › should accept duplicate webhook events gracefully without double processing (82ms)
  ✘   611 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-010.spec.ts:14:3 › TC-PGWY-010: Webhook duplicate handling › should accept duplicate webhook events gracefully without double processing (retry #1) (88ms)
  ✘   612 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-010.spec.ts:60:3 › TC-PGWY-010: Webhook duplicate handling › should handle duplicate webhook with identical idempotency key and return 202 (79ms)
  ✘   613 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-010.spec.ts:60:3 › TC-PGWY-010: Webhook duplicate handling › should handle duplicate webhook with identical idempotency key and return 202 (retry #1) (84ms)
  ✘   614 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-011.spec.ts:15:3 › TC-PGWY-011: Webhook malformed payload › should reject a webhook with completely invalid JSON body (76ms)
  ✘   615 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-011.spec.ts:15:3 › TC-PGWY-011: Webhook malformed payload › should reject a webhook with completely invalid JSON body (retry #1) (88ms)
  ✘   616 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-011.spec.ts:33:3 › TC-PGWY-011: Webhook malformed payload › should reject a webhook with empty body (77ms)
  ✘   617 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-011.spec.ts:33:3 › TC-PGWY-011: Webhook malformed payload › should reject a webhook with empty body (retry #1) (87ms)
  ✘   618 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-011.spec.ts:50:3 › TC-PGWY-011: Webhook malformed payload › should fail closed for a signed webhook that references a non-existent session id (78ms)
  ✘   619 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-011.spec.ts:50:3 › TC-PGWY-011: Webhook malformed payload › should fail closed for a signed webhook that references a non-existent session id (retry #1) (84ms)
  ✘   620 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-011.spec.ts:83:3 › TC-PGWY-011: Webhook malformed payload › should fail closed for a signed webhook with missing type and id fields (82ms)
  ✘   621 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-011.spec.ts:83:3 › TC-PGWY-011: Webhook malformed payload › should fail closed for a signed webhook with missing type and id fields (retry #1) (86ms)
  ✘   622 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-012.spec.ts:9:3 › TC-PGWY-012: Transaction tracking APIs › should list transactions and expose transaction-scoped details with logs (82ms)
  ✘   623 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-012.spec.ts:9:3 › TC-PGWY-012: Transaction tracking APIs › should list transactions and expose transaction-scoped details with logs (retry #1) (83ms)
  ✘   624 .ai/tmp/auto-continue-pr/pr-1523-20260415-204611/packages/core/src/modules/payment_gateways/__integration__/TC-PGWY-013.spec.ts:24:3 › TC-PGWY-013: Forged webhook regression › should reject an unsigned forged capture webhook and leave the transaction untouched (77ms)
